Checking_Account_Status,Duration,Credit_History,Purpose,Credit_Amount,Savings_Account,Employment_Duration,Installment_Rate,Personal_Status_Sex,Other_Debtors,Residence_Duration,Property,Age,Other_Installment_Plans,Housing,Existing_Credits,Job,Num_Dependents,Telephone,Foreign_Worker,Target
No_checking_account,24,Existing_credits_paid,Radio/Television,1901,100-500_DM,1-4_years,4,Male:_single,NoNe,4,Car_or_other,29,NoNe,Rent,1,Management/Self-employed,1,Yes,Yes,0
No_checking_account,15,Critical_account,Car_(used),3368,>=_1000_DM,>=_7_years,3,Male:_single,NoNe,4,Unknown/None,23,NoNe,Rent,2,Skilled_employee,1,Yes,Yes,0
No_checking_account,12,Existing_credits_paid,Furniture/Equipment,1574,<_100_DM,1-4_years,4,Male:_single,NoNe,2,Real_estate,50,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
>=_200_DM,18,All_credits_paid_at_bank,Radio/Television,1445,Unknown/None,4-7_years,4,Male:_single,NoNe,4,Car_or_other,49,Bank,Own,1,Unskilled_-_resident,1,NoNe,Yes,0
No_checking_account,15,Critical_account,Furniture/Equipment,1520,Unknown/None,>=_7_years,4,Male:_single,NoNe,4,Building_society_savings,63,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
0-200_DM,24,Critical_account,Car_(new),3878,100-500_DM,<_1_year,4,Male:_divorced/separated,NoNe,2,Car_or_other,37,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
<_0_DM,47,Existing_credits_paid,Car_(new),10722,<_100_DM,<_1_year,1,Female:_divorced/separated/married,NoNe,1,Real_estate,35,NoNe,Own,1,Unskilled_-_resident,1,Yes,Yes,0
<_0_DM,48,Existing_credits_paid,Car_(used),4788,<_100_DM,4-7_years,4,Male:_single,NoNe,3,Building_society_savings,26,NoNe,Own,1,Skilled_employee,2,NoNe,Yes,0
0-200_DM,48,Delay_in_past,Others,7582,100-500_DM,Unemployed,2,Male:_single,NoNe,4,Unknown/None,31,NoNe,For_free,1,Management/Self-employed,1,Yes,Yes,0
0-200_DM,12,Existing_credits_paid,Radio/Television,1092,<_100_DM,1-4_years,4,Female:_divorced/separated/married,Guarantor,4,Real_estate,49,NoNe,Own,2,Skilled_employee,1,Yes,Yes,0
<_0_DM,24,Delay_in_past,Radio/Television,1024,<_100_DM,<_1_year,4,Male:_married/widowed,NoNe,4,Real_estate,48,Stores,Own,1,Skilled_employee,1,NoNe,Yes,1
No_checking_account,12,Existing_credits_paid,Business,1076,<_100_DM,1-4_years,2,Male:_married/widowed,NoNe,2,Real_estate,26,NoNe,Own,1,Skilled_employee,1,Yes,No,0
0-200_DM,36,Existing_credits_paid,Car_(used),9398,<_100_DM,<_1_year,1,Male:_married/widowed,NoNe,4,Car_or_other,28,NoNe,Rent,1,Management/Self-employed,1,Yes,Yes,1
<_0_DM,24,Critical_account,Car_(used),6419,<_100_DM,>=_7_years,2,Female:_divorced/separated/married,NoNe,4,Unknown/None,44,NoNe,For_free,2,Management/Self-employed,2,Yes,Yes,0
>=_200_DM,42,Critical_account,Car_(used),4796,<_100_DM,>=_7_years,4,Male:_single,NoNe,4,Unknown/None,56,NoNe,For_free,1,Skilled_employee,1,NoNe,Yes,0
No_checking_account,48,Critical_account,Business,7629,Unknown/None,>=_7_years,4,Male:_divorced/separated,NoNe,2,Car_or_other,46,Bank,Own,2,Management/Self-employed,2,NoNe,Yes,0
0-200_DM,48,Existing_credits_paid,Furniture/Equipment,9960,<_100_DM,<_1_year,1,Female:_divorced/separated/married,NoNe,2,Car_or_other,26,NoNe,Own,1,Skilled_employee,1,Yes,Yes,1
No_checking_account,12,Existing_credits_paid,Car_(used),4675,Unknown/None,<_1_year,1,Female:_divorced/separated/married,NoNe,4,Car_or_other,20,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,0
No_checking_account,10,Existing_credits_paid,Car_(new),1287,Unknown/None,>=_7_years,4,Male:_single,Co-applicant,2,Building_society_savings,45,NoNe,Own,1,Unskilled_-_resident,1,NoNe,No,0
No_checking_account,18,Existing_credits_paid,Furniture/Equipment,2515,<_100_DM,1-4_years,3,Male:_single,NoNe,4,Real_estate,43,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
0-200_DM,21,Critical_account,Furniture/Equipment,2745,>=_1000_DM,4-7_years,3,Male:_single,NoNe,2,Car_or_other,32,NoNe,Own,2,Skilled_employee,1,Yes,Yes,0
No_checking_account,6,Existing_credits_paid,Car_(new),672,<_100_DM,Unemployed,1,Female:_divorced/separated/married,NoNe,4,Real_estate,54,NoNe,Own,1,Unemployed/Unskilled,1,Yes,Yes,0
0-200_DM,36,No_credits_/__all_paid,Radio/Television,3804,<_100_DM,1-4_years,4,Female:_divorced/separated/married,NoNe,1,Car_or_other,42,NoNe,Own,1,Skilled_employee,1,Yes,Yes,1
>=_200_DM,24,Critical_account,Car_(new),1344,Unknown/None,4-7_years,4,Male:_single,NoNe,2,Real_estate,37,Bank,Own,2,Unskilled_-_resident,2,NoNe,Yes,1
<_0_DM,10,Critical_account,Car_(new),1038,<_100_DM,4-7_years,4,Male:_single,Co-applicant,3,Building_society_savings,49,NoNe,Own,2,Skilled_employee,1,Yes,Yes,0
No_checking_account,48,Critical_account,Car_(new),10127,500-1000_DM,1-4_years,2,Male:_single,NoNe,2,Unknown/None,44,Bank,For_free,1,Skilled_employee,1,NoNe,Yes,1
No_checking_account,6,Existing_credits_paid,Furniture/Equipment,1543,>=_1000_DM,1-4_years,4,Male:_divorced/separated,NoNe,2,Real_estate,33,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
No_checking_account,30,Existing_credits_paid,Car_(used),4811,Unknown/None,4-7_years,2,Female:_divorced/separated/married,NoNe,4,Building_society_savings,24,Stores,Rent,1,Unskilled_-_resident,1,NoNe,Yes,0
<_0_DM,12,Existing_credits_paid,Radio/Television,727,100-500_DM,<_1_year,4,Male:_married/widowed,NoNe,3,Unknown/None,33,NoNe,Own,1,Unskilled_-_resident,1,Yes,Yes,1
0-200_DM,8,Existing_credits_paid,Furniture/Equipment,1237,<_100_DM,1-4_years,3,Female:_divorced/separated/married,NoNe,4,Real_estate,24,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,1
0-200_DM,9,Existing_credits_paid,Car_(new),276,<_100_DM,1-4_years,4,Male:_married/widowed,NoNe,4,Real_estate,22,NoNe,Rent,1,Unskilled_-_resident,1,NoNe,Yes,0
0-200_DM,48,Existing_credits_paid,Others,5381,Unknown/None,Unemployed,3,Male:_single,NoNe,4,Unknown/None,40,Bank,For_free,1,Unemployed/Unskilled,1,Yes,Yes,0
No_checking_account,24,Existing_credits_paid,Furniture/Equipment,5511,100-500_DM,1-4_years,4,Male:_single,NoNe,1,Car_or_other,25,Stores,Own,1,Skilled_employee,1,NoNe,Yes,0
>=_200_DM,24,Existing_credits_paid,Furniture/Equipment,3749,<_100_DM,<_1_year,2,Female:_divorced/separated/married,NoNe,4,Car_or_other,26,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
0-200_DM,12,Existing_credits_paid,Car_(new),685,<_100_DM,4-7_years,2,Male:_married/widowed,NoNe,3,Car_or_other,25,Bank,Own,1,Unskilled_-_resident,1,NoNe,Yes,1
>=_200_DM,4,Existing_credits_paid,Car_(new),1494,Unknown/None,<_1_year,1,Male:_single,NoNe,2,Real_estate,29,NoNe,Own,1,Unskilled_-_resident,2,NoNe,No,0
<_0_DM,36,All_credits_paid_at_bank,Furniture/Equipment,2746,<_100_DM,>=_7_years,4,Male:_single,NoNe,4,Car_or_other,31,Bank,Own,1,Skilled_employee,1,NoNe,Yes,1
<_0_DM,12,Existing_credits_paid,Furniture/Equipment,708,<_100_DM,1-4_years,2,Male:_single,Guarantor,3,Building_society_savings,38,NoNe,Own,1,Unskilled_-_resident,2,NoNe,Yes,0
0-200_DM,24,Existing_credits_paid,Furniture/Equipment,4351,Unknown/None,1-4_years,1,Female:_divorced/separated/married,NoNe,4,Building_society_savings,48,NoNe,Own,1,Unskilled_-_resident,1,Yes,Yes,0
No_checking_account,12,Critical_account,Education,701,<_100_DM,1-4_years,4,Male:_single,NoNe,2,Car_or_other,32,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
<_0_DM,15,Delay_in_past,Furniture/Equipment,3643,<_100_DM,>=_7_years,1,Female:_divorced/separated/married,NoNe,4,Building_society_savings,27,NoNe,Own,2,Unskilled_-_resident,1,NoNe,Yes,0
0-200_DM,30,Critical_account,Car_(new),4249,<_100_DM,Unemployed,4,Male:_married/widowed,NoNe,2,Car_or_other,28,NoNe,Own,2,Management/Self-employed,1,NoNe,Yes,1
<_0_DM,24,Existing_credits_paid,Radio/Television,1938,<_100_DM,<_1_year,4,Male:_divorced/separated,NoNe,3,Building_society_savings,32,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,1
<_0_DM,24,Existing_credits_paid,Car_(used),2910,<_100_DM,4-7_years,2,Male:_single,NoNe,1,Unknown/None,34,NoNe,For_free,1,Management/Self-employed,1,Yes,Yes,0
<_0_DM,18,Existing_credits_paid,Furniture/Equipment,2659,>=_1000_DM,1-4_years,4,Male:_single,NoNe,2,Car_or_other,28,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
No_checking_account,18,Critical_account,Car_(new),1028,<_100_DM,1-4_years,4,Female:_divorced/separated/married,NoNe,3,Real_estate,36,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
<_0_DM,8,Critical_account,Car_(new),3398,<_100_DM,4-7_years,1,Male:_single,NoNe,4,Real_estate,39,NoNe,Own,2,Unskilled_-_resident,1,NoNe,No,0
No_checking_account,12,Critical_account,Furniture/Equipment,5801,Unknown/None,>=_7_years,2,Male:_single,NoNe,4,Building_society_savings,49,NoNe,Rent,1,Skilled_employee,1,Yes,Yes,0
No_checking_account,24,Existing_credits_paid,Car_(new),1525,>=_1000_DM,4-7_years,4,Female:_divorced/separated/married,NoNe,3,Car_or_other,34,NoNe,Own,1,Skilled_employee,2,Yes,Yes,0
>=_200_DM,36,Existing_credits_paid,Radio/Television,4473,<_100_DM,>=_7_years,4,Male:_single,NoNe,2,Car_or_other,31,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
0-200_DM,6,Existing_credits_paid,Radio/Television,1068,<_100_DM,>=_7_years,4,Male:_single,NoNe,4,Car_or_other,28,NoNe,Own,1,Skilled_employee,2,NoNe,Yes,0
<_0_DM,24,Critical_account,Car_(used),6615,<_100_DM,Unemployed,2,Male:_single,NoNe,4,Unknown/None,75,NoNe,For_free,2,Management/Self-employed,1,Yes,Yes,0
No_checking_account,18,Critical_account,Education,1864,100-500_DM,1-4_years,4,Female:_divorced/separated/married,NoNe,2,Real_estate,30,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,1
0-200_DM,60,Existing_credits_paid,Car_(new),7408,100-500_DM,<_1_year,4,Female:_divorced/separated/married,NoNe,2,Building_society_savings,24,NoNe,Own,1,Management/Self-employed,1,NoNe,Yes,1
No_checking_account,48,Critical_account,Car_(used),11590,100-500_DM,1-4_years,2,Female:_divorced/separated/married,NoNe,4,Car_or_other,24,Bank,Rent,2,Unskilled_-_resident,1,NoNe,Yes,1
<_0_DM,24,No_credits_/__all_paid,Furniture/Equipment,4110,<_100_DM,>=_7_years,3,Male:_single,NoNe,4,Unknown/None,23,Bank,Rent,2,Skilled_employee,2,NoNe,Yes,1
<_0_DM,6,Critical_account,Furniture/Equipment,3384,<_100_DM,1-4_years,1,Male:_divorced/separated,NoNe,4,Real_estate,44,NoNe,Rent,1,Management/Self-employed,1,Yes,Yes,1
0-200_DM,13,Existing_credits_paid,Radio/Television,2101,<_100_DM,<_1_year,2,Female:_divorced/separated/married,Guarantor,4,Building_society_savings,23,NoNe,Own,1,Unskilled_-_resident,1,NoNe,Yes,0
<_0_DM,15,Existing_credits_paid,Domestic_appliances,1275,Unknown/None,1-4_years,4,Female:_divorced/separated/married,NoNe,2,Car_or_other,24,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,1
<_0_DM,24,Existing_credits_paid,Furniture/Equipment,4169,<_100_DM,1-4_years,4,Male:_single,NoNe,4,Building_society_savings,28,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
0-200_DM,10,Existing_credits_paid,Furniture/Equipment,1521,<_100_DM,1-4_years,4,Male:_divorced/separated,NoNe,2,Car_or_other,31,NoNe,Own,1,Unskilled_-_resident,1,NoNe,Yes,0
0-200_DM,24,Critical_account,Education,5743,<_100_DM,<_1_year,2,Female:_divorced/separated/married,NoNe,4,Unknown/None,24,NoNe,For_free,2,Skilled_employee,1,Yes,Yes,0
<_0_DM,21,Existing_credits_paid,Furniture/Equipment,3599,<_100_DM,4-7_years,1,Female:_divorced/separated/married,NoNe,4,Car_or_other,26,NoNe,Rent,1,Unskilled_-_resident,1,NoNe,Yes,0
0-200_DM,18,Existing_credits_paid,Radio/Television,3213,500-1000_DM,<_1_year,1,Male:_married/widowed,NoNe,3,Real_estate,25,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,0
0-200_DM,18,Existing_credits_paid,Business,4439,<_100_DM,>=_7_years,1,Male:_single,Co-applicant,1,Real_estate,33,Bank,Own,1,Management/Self-employed,1,Yes,Yes,0
>=_200_DM,10,Existing_credits_paid,Car_(new),3949,<_100_DM,<_1_year,1,Male:_single,Guarantor,1,Building_society_savings,37,NoNe,Own,1,Unskilled_-_resident,2,NoNe,Yes,0
No_checking_account,15,Critical_account,Radio/Television,1459,<_100_DM,1-4_years,4,Female:_divorced/separated/married,NoNe,2,Car_or_other,43,NoNe,Own,1,Unskilled_-_resident,1,NoNe,Yes,0
0-200_DM,13,Critical_account,Radio/Television,882,<_100_DM,<_1_year,4,Male:_single,Guarantor,4,Real_estate,23,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
0-200_DM,24,Existing_credits_paid,Radio/Television,3758,500-1000_DM,Unemployed,1,Female:_divorced/separated/married,NoNe,4,Unknown/None,23,NoNe,Rent,1,Unemployed/Unskilled,1,NoNe,Yes,0
No_checking_account,6,Delay_in_past,Business,1743,100-500_DM,1-4_years,1,Male:_single,NoNe,2,Real_estate,34,NoNe,Own,2,Unskilled_-_resident,1,NoNe,Yes,0
0-200_DM,9,Critical_account,Education,1136,>=_1000_DM,>=_7_years,4,Male:_single,NoNe,3,Unknown/None,32,NoNe,For_free,2,Skilled_employee,2,NoNe,Yes,1
No_checking_account,9,Existing_credits_paid,Domestic_appliances,1236,<_100_DM,<_1_year,1,Female:_divorced/separated/married,NoNe,4,Real_estate,23,NoNe,Rent,1,Skilled_employee,1,Yes,Yes,0
0-200_DM,9,Existing_credits_paid,Furniture/Equipment,959,<_100_DM,1-4_years,1,Female:_divorced/separated/married,NoNe,2,Car_or_other,29,NoNe,Own,1,Skilled_employee,1,NoNe,No,1
No_checking_account,18,Critical_account,Car_(used),3229,Unknown/None,Unemployed,2,Male:_single,NoNe,4,Unknown/None,38,NoNe,Own,1,Management/Self-employed,1,Yes,Yes,0
<_0_DM,12,No_credits_/__all_paid,Radio/Television,6199,<_100_DM,1-4_years,4,Male:_single,NoNe,2,Building_society_savings,28,NoNe,Rent,2,Skilled_employee,1,Yes,Yes,1
No_checking_account,10,Existing_credits_paid,Education,727,500-1000_DM,>=_7_years,4,Male:_single,NoNe,4,Unknown/None,46,NoNe,For_free,1,Skilled_employee,1,Yes,Yes,0
0-200_DM,24,Existing_credits_paid,Car_(new),1246,<_100_DM,<_1_year,4,Male:_single,NoNe,2,Real_estate,23,Stores,Own,1,Unskilled_-_resident,1,NoNe,Yes,1
No_checking_account,12,Critical_account,Radio/Television,2331,Unknown/None,>=_7_years,1,Male:_single,Co-applicant,4,Real_estate,49,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
No_checking_account,36,Delay_in_past,Radio/Television,4463,<_100_DM,1-4_years,4,Male:_single,NoNe,2,Car_or_other,26,NoNe,Own,2,Management/Self-employed,1,Yes,Yes,1
No_checking_account,12,Existing_credits_paid,Radio/Television,776,<_100_DM,1-4_years,4,Male:_married/widowed,NoNe,2,Real_estate,28,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
<_0_DM,30,Existing_credits_paid,Furniture/Equipment,2406,<_100_DM,4-7_years,4,Female:_divorced/separated/married,NoNe,4,Real_estate,23,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,1
0-200_DM,18,Existing_credits_paid,Education,1239,Unknown/None,1-4_years,4,Male:_single,NoNe,4,Unknown/None,61,NoNe,For_free,1,Skilled_employee,1,NoNe,Yes,0
>=_200_DM,12,Existing_credits_paid,Radio/Television,3399,Unknown/None,>=_7_years,2,Male:_single,NoNe,3,Car_or_other,37,NoNe,Own,1,Management/Self-employed,1,NoNe,Yes,0
>=_200_DM,12,Delay_in_past,Car_(new),2247,<_100_DM,1-4_years,2,Female:_divorced/separated/married,NoNe,2,Car_or_other,36,Stores,Own,2,Skilled_employee,1,Yes,Yes,0
No_checking_account,6,Existing_credits_paid,Furniture/Equipment,1766,<_100_DM,1-4_years,1,Male:_married/widowed,NoNe,2,Building_society_savings,21,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,0
<_0_DM,18,Existing_credits_paid,Furniture/Equipment,2473,<_100_DM,Unemployed,4,Male:_single,NoNe,1,Car_or_other,25,NoNe,Own,1,Unemployed/Unskilled,1,NoNe,Yes,1
No_checking_account,12,Existing_credits_paid,Business,1542,<_100_DM,4-7_years,2,Male:_single,NoNe,4,Car_or_other,36,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
No_checking_account,18,Critical_account,Car_(used),3850,<_100_DM,4-7_years,3,Male:_single,NoNe,1,Car_or_other,27,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
<_0_DM,18,Existing_credits_paid,Furniture/Equipment,3650,<_100_DM,<_1_year,1,Female:_divorced/separated/married,NoNe,4,Car_or_other,22,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,0
<_0_DM,36,Existing_credits_paid,Furniture/Equipment,3446,<_100_DM,>=_7_years,4,Male:_single,NoNe,2,Car_or_other,42,NoNe,Own,1,Skilled_employee,2,NoNe,Yes,1
0-200_DM,18,Existing_credits_paid,Furniture/Equipment,3001,<_100_DM,4-7_years,2,Female:_divorced/separated/married,NoNe,4,Real_estate,40,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,0
No_checking_account,36,Existing_credits_paid,Car_(new),3079,Unknown/None,1-4_years,4,Male:_single,NoNe,4,Real_estate,36,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
No_checking_account,18,Critical_account,Radio/Television,6070,<_100_DM,>=_7_years,3,Male:_single,NoNe,4,Car_or_other,33,NoNe,Own,2,Skilled_employee,1,Yes,Yes,0
No_checking_account,10,Critical_account,Furniture/Equipment,2146,<_100_DM,<_1_year,1,Female:_divorced/separated/married,NoNe,3,Real_estate,23,NoNe,Rent,2,Skilled_employee,1,NoNe,Yes,0
No_checking_account,60,Critical_account,Car_(new),13756,Unknown/None,>=_7_years,2,Male:_single,NoNe,4,Unknown/None,63,Bank,For_free,1,Management/Self-employed,1,Yes,Yes,0
0-200_DM,60,All_credits_paid_at_bank,Others,14782,100-500_DM,>=_7_years,3,Female:_divorced/separated/married,NoNe,4,Unknown/None,60,Bank,For_free,2,Management/Self-employed,1,Yes,Yes,1
<_0_DM,48,All_credits_paid_at_bank,Business,7685,<_100_DM,4-7_years,2,Female:_divorced/separated/married,Guarantor,4,Car_or_other,37,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,1
No_checking_account,18,Delay_in_past,Radio/Television,2320,<_100_DM,Unemployed,2,Male:_married/widowed,NoNe,3,Real_estate,34,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
No_checking_account,7,Delay_in_past,Radio/Television,846,Unknown/None,>=_7_years,3,Male:_single,NoNe,4,Unknown/None,36,NoNe,For_free,1,Skilled_employee,1,NoNe,Yes,0
0-200_DM,36,Existing_credits_paid,Car_(new),14318,<_100_DM,>=_7_years,4,Male:_single,NoNe,2,Unknown/None,57,NoNe,For_free,1,Management/Self-employed,1,Yes,Yes,1
No_checking_account,6,Critical_account,Car_(new),362,100-500_DM,1-4_years,4,Female:_divorced/separated/married,NoNe,4,Car_or_other,52,NoNe,Own,2,Unskilled_-_resident,1,NoNe,Yes,0
<_0_DM,20,Existing_credits_paid,Furniture/Equipment,2212,Unknown/None,4-7_years,4,Male:_single,NoNe,4,Car_or_other,39,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
0-200_DM,18,Existing_credits_paid,Car_(used),12976,<_100_DM,Unemployed,3,Female:_divorced/separated/married,NoNe,4,Unknown/None,38,NoNe,For_free,1,Management/Self-employed,1,Yes,Yes,1
No_checking_account,22,Existing_credits_paid,Car_(new),1283,Unknown/None,4-7_years,4,Female:_divorced/separated/married,NoNe,4,Building_society_savings,25,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,0
>=_200_DM,12,Existing_credits_paid,Car_(new),1330,<_100_DM,<_1_year,4,Male:_single,NoNe,1,Real_estate,26,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
No_checking_account,30,Delay_in_past,Business,4272,100-500_DM,1-4_years,2,Male:_single,NoNe,2,Building_society_savings,26,NoNe,Own,2,Unskilled_-_resident,1,NoNe,Yes,0
No_checking_account,18,Critical_account,Radio/Television,2238,<_100_DM,1-4_years,2,Female:_divorced/separated/married,NoNe,1,Car_or_other,25,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
No_checking_account,18,Existing_credits_paid,Radio/Television,1126,Unknown/None,<_1_year,4,Female:_divorced/separated/married,NoNe,2,Real_estate,21,NoNe,Rent,1,Skilled_employee,1,Yes,Yes,0
0-200_DM,18,Critical_account,Furniture/Equipment,7374,<_100_DM,Unemployed,4,Male:_single,NoNe,4,Building_society_savings,40,Stores,Own,2,Management/Self-employed,1,Yes,Yes,0
0-200_DM,15,Critical_account,Business,2326,500-1000_DM,1-4_years,2,Male:_single,NoNe,4,Car_or_other,27,Bank,Own,1,Skilled_employee,1,NoNe,Yes,0
No_checking_account,9,Existing_credits_paid,Business,1449,<_100_DM,4-7_years,3,Female:_divorced/separated/married,NoNe,2,Car_or_other,27,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
No_checking_account,18,Existing_credits_paid,Car_(new),1820,<_100_DM,1-4_years,2,Male:_married/widowed,NoNe,2,Building_society_savings,30,NoNe,Own,1,Management/Self-employed,1,Yes,Yes,0
0-200_DM,12,Existing_credits_paid,Furniture/Equipment,983,>=_1000_DM,<_1_year,1,Female:_divorced/separated/married,NoNe,4,Real_estate,19,NoNe,Rent,1,Unskilled_-_resident,1,NoNe,Yes,0
<_0_DM,36,Existing_credits_paid,Car_(new),3249,<_100_DM,4-7_years,2,Male:_single,NoNe,4,Unknown/None,39,Bank,For_free,1,Management/Self-employed,2,Yes,Yes,0
<_0_DM,6,Critical_account,Radio/Television,1957,<_100_DM,4-7_years,1,Female:_divorced/separated/married,NoNe,4,Car_or_other,31,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
No_checking_account,9,Critical_account,Furniture/Equipment,2406,<_100_DM,Unemployed,2,Male:_single,NoNe,3,Car_or_other,31,NoNe,Own,1,Management/Self-employed,1,NoNe,Yes,0
0-200_DM,39,Delay_in_past,Education,11760,100-500_DM,4-7_years,2,Male:_single,NoNe,3,Unknown/None,32,NoNe,Rent,1,Skilled_employee,1,Yes,Yes,0
<_0_DM,12,Existing_credits_paid,Furniture/Equipment,2578,<_100_DM,Unemployed,3,Female:_divorced/separated/married,NoNe,4,Unknown/None,55,NoNe,For_free,1,Management/Self-employed,1,NoNe,Yes,0
<_0_DM,36,Critical_account,Furniture/Equipment,2348,<_100_DM,1-4_years,3,Male:_married/widowed,NoNe,2,Building_society_savings,46,NoNe,Own,2,Skilled_employee,1,Yes,Yes,0
0-200_DM,12,Existing_credits_paid,Car_(new),1223,<_100_DM,>=_7_years,1,Male:_divorced/separated,NoNe,1,Real_estate,46,NoNe,Rent,2,Skilled_employee,1,NoNe,Yes,1
No_checking_account,24,Critical_account,Radio/Television,1516,>=_1000_DM,1-4_years,4,Female:_divorced/separated/married,NoNe,1,Real_estate,43,NoNe,Own,2,Unskilled_-_resident,1,NoNe,Yes,0
No_checking_account,18,Existing_credits_paid,Radio/Television,1473,<_100_DM,<_1_year,3,Male:_married/widowed,NoNe,4,Real_estate,39,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
0-200_DM,18,Critical_account,Business,1887,Unknown/None,1-4_years,4,Male:_married/widowed,NoNe,4,Real_estate,28,Bank,Own,2,Skilled_employee,1,NoNe,Yes,0
No_checking_account,24,Delay_in_past,Business,8648,<_100_DM,<_1_year,2,Male:_single,NoNe,2,Car_or_other,27,Bank,Own,2,Skilled_employee,1,Yes,Yes,1
No_checking_account,14,Delay_in_past,Car_(new),802,<_100_DM,1-4_years,4,Male:_single,NoNe,2,Car_or_other,27,NoNe,Own,2,Unskilled_-_resident,1,NoNe,Yes,0
0-200_DM,18,Delay_in_past,Car_(new),2899,Unknown/None,>=_7_years,4,Male:_single,NoNe,4,Car_or_other,43,NoNe,Own,1,Skilled_employee,2,NoNe,Yes,0
0-200_DM,24,Existing_credits_paid,Radio/Television,2039,<_100_DM,<_1_year,1,Male:_married/widowed,NoNe,1,Building_society_savings,22,NoNe,Own,1,Skilled_employee,1,Yes,Yes,1
No_checking_account,24,Critical_account,Car_(used),2197,Unknown/None,4-7_years,4,Male:_single,NoNe,4,Car_or_other,43,NoNe,Own,2,Skilled_employee,2,Yes,Yes,0
<_0_DM,15,Existing_credits_paid,Radio/Television,1053,<_100_DM,<_1_year,4,Male:_married/widowed,NoNe,2,Real_estate,27,NoNe,Own,1,Skilled_employee,1,NoNe,No,0
No_checking_account,24,Existing_credits_paid,Radio/Television,3235,500-1000_DM,>=_7_years,3,Male:_divorced/separated,NoNe,2,Car_or_other,26,NoNe,Own,1,Management/Self-employed,1,Yes,Yes,0
>=_200_DM,12,Critical_account,Car_(new),939,500-1000_DM,4-7_years,4,Male:_married/widowed,NoNe,2,Real_estate,28,NoNe,Own,3,Skilled_employee,1,Yes,Yes,1
0-200_DM,24,Existing_credits_paid,Radio/Television,1967,<_100_DM,>=_7_years,4,Female:_divorced/separated/married,NoNe,4,Car_or_other,20,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
No_checking_account,33,Critical_account,Car_(used),7253,<_100_DM,4-7_years,3,Male:_single,NoNe,2,Car_or_other,35,NoNe,Own,2,Management/Self-employed,1,Yes,Yes,0
No_checking_account,12,Critical_account,Business,2292,<_100_DM,Unemployed,4,Male:_single,NoNe,2,Car_or_other,42,Stores,Own,2,Management/Self-employed,1,Yes,Yes,1
No_checking_account,10,Existing_credits_paid,Car_(new),1597,500-1000_DM,1-4_years,3,Male:_single,NoNe,2,Unknown/None,40,NoNe,Rent,1,Unskilled_-_resident,2,NoNe,No,0
<_0_DM,24,Existing_credits_paid,Car_(new),1381,Unknown/None,1-4_years,4,Female:_divorced/separated/married,NoNe,2,Building_society_savings,35,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,1
No_checking_account,36,Critical_account,Car_(used),5842,<_100_DM,>=_7_years,2,Male:_single,NoNe,2,Building_society_savings,35,NoNe,Own,2,Skilled_employee,2,Yes,Yes,0
<_0_DM,12,Existing_credits_paid,Car_(new),2579,<_100_DM,<_1_year,4,Male:_single,NoNe,1,Real_estate,33,NoNe,Own,1,Unskilled_-_resident,2,NoNe,Yes,1
<_0_DM,18,Delay_in_past,Education,8471,Unknown/None,1-4_years,1,Female:_divorced/separated/married,NoNe,2,Car_or_other,23,NoNe,Rent,2,Skilled_employee,1,Yes,Yes,0
